Gew_Nr,Gew_Name,l_total ,l_offen,l_offiziell_eingedolt,l_inoff_eingedolt,mögliche Ausdolung,Parzellen,Ausdolungspotenzial,Bemerkung,Foto im Bericht,Link zu GeoView BL,Informationsblatt,Eigentümer,Bewirtschafter,Gemeinde,Bezirk
47.161,Chuegrabenbach,3580,2830,750,,450,1638,4,Ausdolung gemäss Wasserbaukonzept;  Fruchtfolgefläche mit intensiver Nutzung; der Südwestast des Zuflusses könnte aber ohne übermässige Beeinträchtigung der Nutzung entlang dem Weg offen geführt werden und brächte gute Vernetzung zwischen Familiengartenareal und Biotop oberhalb der eingedolten Strecke ,47.161,Plan-link,Oberwil_Eindolungen_Bericht,Peter Kallen,,Oberwil,Arlesheim
,,,,,,,1639,0,, -,,,"Pestalozzi-Gesell., Oberwil",,Oberwil,Arlesheim
,"Südast, eingedolter Abschnitt",,,,,190,1647,2,"Fruchtfolgefläche mit intensiver Nutzung; Wasserführung vermutlich gering, Vernetzungswirkung bescheiden (angrenzend Waldareal)", -,Plan-link,,Gemeinde Oberwil,,Oberwil,Arlesheim
,,,,,,,1732,0,, -,,,Gemeinde Oberwil,,Oberwil,Arlesheim
47.201,Goldbrunnenbach,680,250,430,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Oberwil,Arlesheim
47.202,Schneggenbergbächli,880,640,240,,,,2,"unterhalb des Scheibenstandes auch nach nasser Periode kein Wasser im offenen Bachabschnitt, oberhalb Scheibenstand geringe Wasserführung; Baulicher Hochwasserschutz gemäss Wasserbaukonzept",47.202,Plan-link,Oberwil_Eindolungen_Bericht,,,Oberwil,Arlesheim
47.203,Lettengrabenbach,1630,1110,520,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Oberwil,Arlesheim
47.204,Neusatzbächli,280,260,20,,,,0,, -,,,,,Oberwil,Arlesheim
S2,Verlängerung eingedolter Abschnitt,,,,,120,,0,siehe Gemeinde Bottmingen, -,,,,,Oberwil,Arlesheim
,,,,,,,,0,, -,,,,,Oberwil,Arlesheim
,"Alter Gewerbekanal im ""Entenwuhr"" (Gemeindegebiet Therwil und Oberwil)",,,,,,,0,20.9.01: Überprüfung einer Wieder-Inbetriebsnahme des alten Gewerbekanals durch das  Amt für Raumplanung BL, -,,,,,Oberwil,Arlesheim
50.02,Birs,150,150,0,,,,0,, -,,,,,Pfeffingen,Arlesheim
50.21,Chlusbach,620,520,100,,,,0,, -,,,,,Pfeffingen,Arlesheim
,Drainagesystem südlich Chlusbach beim Hof Vordere Chlus,,,,,>300,,4,"im obersten Abschnitt Ausdolung aufgrund der geringen Wasserführung kaum sinnvoll, im Mittelteil aber grundsätzlich machbar und im untern Teil ev. mit Alternative entlang Weg;        gute Vernetzungswirkung,",50.21,Plan-link,Pfeffingen_Eindolungen_Bericht,,,Pfeffingen,Arlesheim
50.22,Leimattbach,940,500,440,,> 200,,5,"im obersten Abschnitt Ausdolung aufgrund der geringen Wasserführung kaum sinnvoll, im mittleren Teil aber gut machbar",50.22,Plan-link,Pfeffingen_Eindolungen_Bericht,,,Pfeffingen,Arlesheim
50.109,Schlossgrabenbach,940,870,70,,,,0,, -,,,,,Pfeffingen,Arlesheim
50.196,Barbarabach (Karstwasserableitung),280,20,260,,215,,0,, -,V,,Kanton BL,,Pfeffingen,Arlesheim
54.02,Birs,1800,1800,0,,,,0,Renaturierung im Abschnitt Au gemäss Richtplan/Wasserbaukonzept, -,,,,,Reinach,Arlesheim
54.100,Predigerhofbächli,360,320,40,,,,0,, -,,,,,Reinach,Arlesheim
54.114,Fleischbach,2100,960,1140,,,,0,, -,,,,,Reinach,Arlesheim
54.115,Schönenbach,1440,220,1220,,,,0,Drainagesystem in der Fortsetzung von 54.115: siehe Therwil, -,,,,,Reinach,Arlesheim
54.116,Wüestenbach,80,0,80,,,,0,Drainagesystem in der Fortsetzung von 54.116: siehe Therwil, -,,,,,Reinach,Arlesheim
54.137,Chäppelibächli,340,0,340,,,,0,bisheriger Kommentar: Ausdolung nicht erstrebenswert (zu viele versch. Parzellen) , -,Plan-link,,,,Reinach,Arlesheim
54.147,Arlesheimerbach,20,20,0,,,,0,, -,,,,,Reinach,Arlesheim
54.201,Erlenbach (Dorfbach),3600,1150,2450,,,,0,Drainagesystem in der Fortsetzung von 54.201 hinter dem Erlenhof: siehe Therwil;                    Ausdolung gemäss Wasserbaukonzept im Bereich Birsigtalstrasse, -,Plan-link,,,,Reinach,Arlesheim
54.202,Leibach,860,450,410,,,,0,Ausdolung gemäss Wasserbaukonzept oberhalb Birsigtalstrasse;                                                     bisheriger Kommentar: Ausdolung nicht erstrebenswert (zu viele versch. Parzellen); , -,,,,,Reinach,Arlesheim
,Drainagesystem in Verlängerung von 54.202 Leibach,,,,,> 400,,4,"falls Wasserführung und Gefälle erlauben, könnte offener Bachlauf grösstenteils entlang Waldsaum geführt werden -> weniger Eingriff in intensiv genutzte FFF; Vernetzungswirkung bescheiden",54.202,Plan-link,Reinach_Eindolungen_Bericht,,,Reinach,Arlesheim
59.24,Lörzbach,580,580,0,,,,0,, -,,,,,Schoenenbuch,Arlesheim
59.201,Chappelengrabenbach,650,240,410,,,,0,, -,,,,,Schoenenbuch,Arlesheim
,,,,,,,,0,, -,,,,,Schoenenbuch,Arlesheim
2.201,Lützelbach (Allschwil),,,,,,,0,, -,,,,,Schoenenbuch,Arlesheim
,"Verlängerung, eingedolter Abschnitt Gemeinde Schönenbuch",,,,,> 400,,3,"Fruchtfolgefläche mit intensiver Nutzung; der untere Abschnitt der Drainage könnte aber ohne übermässige Beeinträchtigung der Nutzung entlang dem Weg offen geführt werden und brächte Aufwertung für die weitgehend ausgeräumten Landschaft; Wasserführung im Normalfallvermutlich  bescheiden, bei Starkregen Abschwemmungen zu erwarten",2.201,Plan-link,Schoenenbuch_Eindolungen_Bericht,,,Schoenenbuch,Arlesheim
64.03,Birsig,1480,1480,0,,,,0,, -,,,,,Therwil,Arlesheim
,Drainagesystem südlich Birsmatthof,,,,,300,1768,4,Bisheriger Kommentar: Projekt zur Drainagefreilegung südöstlich vom Birsmattehof;       Eigene Beurteilung: vermutlich nur geringe Wasserführung,64.03,Plan-link,Therwil_Eindolungen_Bericht,,,Therwil,Arlesheim
64.61,Marchbach,3200,2940,260,,,,0,"Renaturierung gemäss Richtplan vorgesehen; Planauflage Ausdolungsprojekt Nov. 2013 - Januar 2014, Ausführung voraussichtlich 2014", -,Plan-link,,,,Therwil,Arlesheim
,Drainagesystem Marchbachrain,,,,,300,,3,vermutlich nur geringe Wasserführung; intensiv genutzte FFF; ev. offene Führung entlang Weg,64.61,Plan-link,Therwil_Eindolungen_Bericht,,,Therwil,Arlesheim
64.62,Eschenbach,310,0,310,,230,1540,4,"Baulicher Hochwasserschutz gemäss Wasserbaukonzept;                                                           (bisheriger Kommentar: Ausdolen nur ca. letzte 230 m, da nachher zuviele versch. Parzellen;)  Eigene Beurteilung: Ev. könnte offene Führung generell entlang Strasse erfolgen, um die intensiv genutzte FFF nicht schräg zu zerschneiden -> Fortsetzung auf Gebiet der Gemeinde Ettingen nicht ausgeschlossen",64.62,V,Therwil_Eindolungen_Bericht,Helena Pflugi,,Therwil,Arlesheim
,,,,,,,1646,0,,,Plan-link,,Karl u. Lina Gschwind (Erbengem.),,Therwil,Arlesheim
,,,,,,,1647,0,,,,,Gemeinde Therwil,,Therwil,Arlesheim
64.107,Unterer Mühlebach,900,710,190,,,,0,"Planauflage Ausdolungsprojekt Nov. 2013 - Januar 2014, Ausführung voraussichtlich 2014", -,Plan-link,,,,Therwil,Arlesheim
64.114,Fleischbach,1170,1160,10,,,,0,, -,,,,,Therwil,Arlesheim
64.115,Schönenbach,180,170,10,,,,0,, -,,,,,Therwil,Arlesheim
,Drainagesysteme in Verlängerung von 64.115,,,,,je 250,,2,"sowohl im West-, als auch im Nordwestast kaum genügende Wasserführung, da kleines Einzugsgebiet, weitgehend intensiv genutzte FFF", -,Plan-link,,,,Therwil,Arlesheim
64.116,Wüestenbach,620,600,20,,,,0,, -,,,,,Therwil,Arlesheim
64.125,Grossmattbach,1020,1010,10,,,,0,, -,,,,,Therwil,Arlesheim
64.126,Schliefbach,1790,1770,20,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Therwil,Arlesheim
64.137,Chäppelibach,130,130,0,,,,0,, -,,,,,Therwil,Arlesheim
64.201,Dorfbach,700,190,510,,,,0,, -,,,,,Therwil,Arlesheim
64.202,Griengrubenbächli,440,180,260,,,,0,Revitalisierung gemäss Wasserbaukonzept, -,,,,,Therwil,Arlesheim
64.203,Mooswasenbächli,1840,1170,670,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -,,,,,Therwil,Arlesheim
64.204,Oberer Mühlebach (privat),680,530,150,,,,0,, -,,,,,Therwil,Arlesheim
64.205,Rüchibächli,1380,670,710,,,220,4,Baulicher Hochwasserschutz gemäss Wasserbaukonzept;  Eindolung bis zum oberen Rand des Siedlungsgebietes könnte grundsätzlich geöffnet werden,64.205,Plan-link,Therwil_Eindolungen_Bericht,,,Therwil,Arlesheim
64.206,Schärbächli,450,170,280,,,,2,Bisheriger Kommentar: Ausdolung nicht erstrebenswert (zu viele versch. Parzellen);         Eigene Beurteilung: fehlende Wasserführung (oberer Abschnitt auch nach längerer Periode mit Niederschlägen trocken),64.206,Plan-link,Therwil_Eindolungen_Bericht,,,Therwil,Arlesheim
,"Drainagesystem Löchere-Sandacker (Zufluss zu 54.201 Erlenbach, Reinach)",,,,,> 300 (unten) > 400,,3,durchwegs in in intensiv genutzter FFF; im untern Abschnitt aber vermutlich genügende Wasserführung; würde wertvolles Landschafts-/Vernetzungselement in stark ausgeräumter Landschaft bilden,DS,Plan-link,Therwil_Eindolungen_Bericht,,,Therwil,Arlesheim
80.02,Birs,6030,6030,0,,,,0,oberhalb Mühle: Überflutungs- und Retentionsgebiet gemäss Wasserbaukonzept;  im Siedlungsgebiet baulicher Hochwasserschutz, -, -,,,,Laufen,Laufen
80.17,Lützel,1880,1880,0,,,,0,oberhalb Mühle: Überflutungs- und Retentionsgebiet gemäss Wasserbaukonzept; , -, -,,,,Laufen,Laufen
80.19,Wahlenbach,1500,1120,380,,,,0,für Abschnitte im Siedlungsgebiet: Renaturierung/Hochwasserschutz gemäss Richtplan/Wasserbaukonzept vorgesehen, -,Plan-link,,,,Laufen,Laufen
,Drainagesystem südlich Wahlenbach (S1),,,,,300,,6,Im Zuge der Gesamtmelioration Wahlen wird das Riedmetbächli (85.201) ausgedolt und  entlang der Drainagesysteme über Gemeindegebiet Laufen zum Wahlenbach geführt. Kantonsbeitrag wurde durch den Landrat am 14.6.2012 bewilligt., -,Plan-link,,,,Laufen,Laufen
,Drainagesystem nordöstlich Wahlenbach/Entwässerung Grube Müsch,,,,,300,,4,Der bereits offene Abschnitt der Entwässerung aus der Tongrube Müsch liesse sich im Gebiet Strangimatt  entlang dem neuen Lager der Ricola AG zum Wahlenbach verlängern, -,Plan-link,,,,Laufen,Laufen
80.20,Stürmenbach,500,450,50,,,,0,, -, -,,,,Laufen,Laufen
80.175,Diebach,1280,70,1210,,>900,,4,Abschnitt entlang Gemeindegrenze zu Brislach: Ausdolung gemäss Richtplan/Wasserbaukonzept vorgesehen, -,Plan-link,,,,Laufen,Laufen
80.178,Schachletebach,1330,1110,220,,,,0,baulicher Hochwasserschutz gemäss Wasserbaukonzept, -, -,,,,Laufen,Laufen
80.182,Eschenbrunnenbach,1700,1580,120,,,,0,, -, -,,,,Laufen,Laufen
80.183,Stritterenbach,520,520,0,,,,0,, -, -,,,,Laufen,Laufen
80.184,Nettenbergbach,1050,1030,20,,,,0,, -, -,,,,Laufen,Laufen
80.185,Greifelbach,1240,1100,140,,,,0,, -, -,,,,Laufen,Laufen
80.201,Stadtbach (privat),440,0,440,,,,0,vollumfänglich im Siedlungsgebiet, -, -,,,,Laufen,Laufen
80.202,Güschbach,510,0,510,,,,0,vollumfänglich im Siedlungsgebiet, -, -,,,,Laufen,Laufen
80.203,Tschabrunnenbächli,200,160,40,,,,0,, -, -,,,,Laufen,Laufen
80.204,Birshollenbach,400,340,60,,,,0,, -, -,,,,Laufen,Laufen
80.205,Mittler-Stürmenbach,1120,1040,80,,,,0,, -, -,,,,Laufen,Laufen
80.206,Stürmenhofbächli,110,60,50,,,,0,, -, -,,,,Laufen,Laufen
80.207,Hüttenbodenbächli,550,430,120,,,,0,, -, -,,,,Laufen,Laufen
85.19,Wahlenbach,2650,2150,500,,,,0,Renaturierung/Hochwasserschutz  im Baugebiet gemäss Richtplan/Wasserbaukonzept vorgesehen, -,Plan-link,,,,Wahlen,Laufen
,"Drainagesystem im Gebiet ""Tüfelbach""",> 500,,> 500,,> 300,,4,"Ausdohlung der zwei Äste ausserhalb des Siedlungsgebietes wäre zu prüfen (Vernetzungsachse zu Weiher ""Tüfelbach Süd"")",S. 1,Plan-link,Wahlen_Eindolungen_Bericht,,,Wahlen,Laufen
85.175,Diebach,1250,160,1090,,> 1000,,6,Die Ausdohlung im Abschnitt Espel - Kantonstrasse Laufen-Breitenbach ist als Teil der Gesamtmelioration Wahlen geplant und der Kantonsbeitrag durch den Landrat am 14.6.2012 bewilligt worden., -,Plan-link,,,,Wahlen,Laufen
85.184,Nettenbergbach,410,400,10,,,,0,, -, -,,,,Wahlen,Laufen
85.194,Stürmenweidbächli,640,640,0,,,,0,, -, -,,,,Wahlen,Laufen
85.195,Birgelbach,40,40,0,,,,0,, -, -,,,,Wahlen,Laufen
85.201,Riedmetbächli,3000,1350,1650,,> 1100,,6,Die Ausdohlung im Landwirtschaftsgebiet zwischen dem Waldrand und der neuen Mündung in den Wahlenbach auf Gemeindegebiet Laufen ist als Teil der Gesamtmelioration Wahlen geplant und der Kantonsbeitrag durch den Landrat am 14.6.2012 bewilligt worden.  Südast bleibt eingedolt. Ebenso weitere Drainagen im Gebiet Chilchstette - Neumatt.,85.201,Plan-link,Wahlen_Eindolungen_Bericht,,,Wahlen,Laufen
85.202,Neuensteinbächli,920,900,20,,,,0,, -, -,,,,Wahlen,Laufen
85.203,Grottenbächli,190,150,40,,,,0,, -, -,,,,Wahlen,Laufen
85.204,Bännlibächli,180,170,10,,,,0,, -, -,,,,Wahlen,Laufen
76.03,Birsig,2450,2170,280,,,,0,, -,,,,,Burg i.L.,Laufen
76.176,Chaselbodenbach,230,230,0,,,,0,, -,,,,,Burg i.L.,Laufen
76.201,Cholaggerbächli,60,40,20,,,,0,, -,,,,,Burg i.L.,Laufen
74.167,Chälengrabenbach,1280,1250,30,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.168,Schäftletebach,1900,1740,160,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.169,Langimattbach,860,810,50,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.170,Leisibodenbächli,430,430,0,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.201,Stutzbächli,2180,2110,70,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.202,Stutzhaldenbächli,520,450,70,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.203,Läigruebenbächli,110,110,0,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.204,Usserfeldbächli,100,100,0,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
74.205,Hämmerlibächli,90,80,10,,,,0,"Keine Drainagen oder grössere Eindolungen verzeichnet, da Wasser weitgehend im kalkigen Untergrund versickert. Bestehende Bachläufe weisen z.T. auch Versickerungsstrecken auf, in denen nur bei Starkniederschlägen ein oberflächlicher Wasserabfluss zu beobachten ist.", -, -,,,,Blauen,Laufen
78.02,Birs,3240,3240,0,,,,0,Revitalisierung gemäss Wasserbaukonzept, -,,,,,Duggingen,Laufen
78.18,Seebach,1700,1700,0,,,,0,, -,,,,,Duggingen,Laufen
78.51,Lolibach,1050,1000,50,,,,0,Bach verläuft bis zum Bahndamm offen,78.51,Plan-link,Duggingen_Eindolungen_Bericht,,,Duggingen,Laufen
78.109,Schlossgrabenbach,40,40,0,,,,0,, -,,,,,Duggingen,Laufen
78.179,Tugbach,1700,1050,650,,200,,2,"im Bereich unterhalb des Dorfes wäre Offenlegung grundsätzlich denkbar, technisch aber anspruchsvoll (steiles Gelände, Einzugsbereich Pumpwerk Gillmatten)", -,Plan-link,,,,Duggingen,Laufen
78.180,Eigengrabenbach,340,330,10,,,,0,, -,,,,,Duggingen,Laufen
78.201,Löchlismattbächli,360,320,40,,100,,4,"Offenlegung der Dainage  mit guter Wasserführung in Verlängerung des Südostastes prüfen,  Potential Verlängerung Nordostast unklar",78.201,Plan-link,Duggingen_Eindolungen_Bericht,,,Duggingen,Laufen
78.202,Hollenbächli,230,200,30,,100,,3,"Offenlegung der Dainage denkbar (Wasserführung eher gering, zahlreiche Parzellen)",78.202,Plan-link,Duggingen_Eindolungen_Bericht,,,Duggingen,Laufen
78.203,Lohenholzbach,200,120,80,,,,0,, -,,,,,Duggingen,Laufen
79.02,Birs,2680,2680,0,,,,0,, -, -,,,,Grellingen,Laufen
,auf früheren Karten verzeichneter Bachlauf aus dem Gebiet Stollenacker,600?,,> 400,,?,,?,"Verlauf und Wasserführung für den Abschnitt oberhalb des Siedlungsgebietes unklar, Freilegung grundsätzlich denkbar aber Gelände recht steil",S. 1,Plan-link,Grellingen_Eindolungen_Bericht,,,Grellingen,Laufen
79.18,Seebach,100,70,30,,,,0,, -, -,,,,Grellingen,Laufen
79.171,Ibach,50,50,0,,,,0,, -, -,,,,Grellingen,Laufen
79.181,Chastelbach,1150,1130,20,,,,0,, -, -,,,,Grellingen,Laufen
79.196,Barbarabach (Tunnel-Karstwasserableitung),790,0,790,,0,,0,Ableitung einer Karstquelle im Umfahrungstunnel Grellingen im Entwässerungssystem unter der Fahrbahn, -, -,,,,Grellingen,Laufen
79.201,Dorfbach,130,0,130,,,,0,, -, -,,,,Grellingen,Laufen
79.202,Junkernholzbächli,850,130,720,,,,2,"Wasserbaukonzept: Ausdolung im oberen Abschnitt und baulicher Hochwasserschutz im Siedlungsgebiet;   entgegen GeoView ist Bach im obern Abschnitt bis zum Wald hinauf eingedolt und verläuft durch Damwildgehege; im mittleren Abschnitt (Siedlungsgebiet) ist eine Offenlegung nicht machbar, allenfalls aber unterhalb der Kantonsstrasse (neue Führung entlang Weg)",79.202,Plan-link,Grellingen_Eindolungen_Bericht,,,Grellingen,Laufen
86.02,Birs,4540,4540,0,,,,0,"gemäss Wasserbaukonzept: Abschnitte ausserhalb Siedlungsgebiet als Überflutungs-/Retentionsgebiet vorgesehen, im Siedlungsgebiet baulicher Hochwasserschutz", -, -,,,,Zwingen,Laufen
86.16,Lüssel,1000,920,80,,,,0,, -, -,,,,Zwingen,Laufen
86.168,Schäftletebach,580,320,260,,260,,4,Offene Bachführung entlang Weg ,86.168,Plan-link,Zwingen_Eindolungen_Bericht,,,Zwingen,Laufen
86.169,Langimattbach,160,0,160,,150,,4,Offene Bachführung entlang Strasse,86.169,Plan-link,Zwingen_Eindolungen_Bericht,,,Zwingen,Laufen
86.170,Leisibodenbächli,560,380,180,,,,?,Siedlungsgebiet, -, -,,,,Zwingen,Laufen
86.174,Schällochbach,300,290,10,,,,0,, -, -,,,,Zwingen,Laufen
86.190,Steighollenbach,50,0,50,,,,0,, -, -,,,,Zwingen,Laufen
86.201,Kanal Papierfabrik (privat),1090,1040,50,,,,0,, -, -,,,,Zwingen,Laufen
86.202,Fandelbach,1020,400,620,,> 500,,5,Ausdolung gemäss Wasserbaukonzept (hohe Priorität),86.202,Plan-link,Zwingen_Eindolungen_Bericht,,,Zwingen,Laufen
86.203,Chleebodenbächli,250,230,20,,,,0,, -,,,,,Zwingen,Laufen
86.204,Schorenrainbächli,170,140,30,,,,0,, -,,,,,Zwingen,Laufen
84.17,Lützel,3140,3140,0,,,,0,ganzer Abschnitt als Überflutungs-/Retentionsgebiet gemäss Wasserbaukonzept vorgesehen; zusätzlich Revitalisierung einzelner Strecken, -, -,,,,Roeschenz,Laufen
84.177,Schlegelhollenbach,2000,1880,120,,,,0,"im Oberlauf laut GeoView alles offen geführt ?   im untersten Abschnitt besteht offene Bachführung entlang dem Waldrand, welche aber saniert (ausgetieft) werden müsste",84.177,Plan-link,Roeschenz_Eindolungen_Bericht,,,Roeschenz,Laufen
84.178,Schachletebach,280,280,0,,,,0,, -, -,,,,Roeschenz,Laufen
84.185,Greifelbach,100,90,10,,,,0,, -, -,,,,Roeschenz,Laufen
84.201,Ammegerstenbach,1820,1800,20,,,,0,, -, -,,,,Roeschenz,Laufen
84.202,Wizlestenbach,1600,1500,100,,,,0,, -, -,,,,Roeschenz,Laufen
84.203,Unzegrabenbach,220,220,0,,,,0,, -, -,,,,Roeschenz,Laufen
84.204,Ober-Schachletebächli,350,340,10,,,,0,, -, -,,,,Roeschenz,Laufen
84.205,Altbrunnenbächli,160,70,90,,,,0,, -, -,,,,Roeschenz,Laufen
84.206,Hirsaggerbach,680,680,0,,,,0,, -, -,,,,Roeschenz,Laufen
84.207,Brunnhollenbach,350,330,20,,,,0,, -, -,,,,Roeschenz,Laufen
84.208,Herrenholzbächli,70,70,0,,,,0,, -, -,,,,Roeschenz,Laufen
84.209,Brunnhollenbächli,100,80,20,,,,0,, -, -,,,,Roeschenz,Laufen
84.210,Lützeltalbächli,70,70,0,,,,0,, -,,,,,Roeschenz,Laufen
81.02,Birs,6300,6300,0,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -, -,,,,Liesberg,Laufen
81.185,Greifelbach,1040,820,220,,,,0,Eindolung im Steinbruchareal, -,,,,,Liesberg,Laufen
81.186,Löffelbach,1400,1350,50,,,,0,, -,,,,,Liesberg,Laufen
81.187,Rohrbergbach,3020,2900,120,,,,0,, -,,,,,Liesberg,Laufen
81.188,Höllbergbächli,130,110,20,,,,0,, -,,,,,Liesberg,Laufen
81.189,Riselbächli,400,380,20,,,,0,, -,,,,,Liesberg,Laufen
81.201,Meistelbach,1860,1700,160,,,,0,Eindolung im Steinbruchbereich, -,,,,,Liesberg,Laufen
81.202,Mülibach,1720,420,1300,,,,0,Bachlauf bis zum Weiher Mülibach offen; für den Abschnitt entlang dem Sportplatz ist eine Ausdolung gemäss Wasserbaukonzept vorgesehen, -,,,,,Liesberg,Laufen
S 1,Drainagen/Eindolung im Oberlauf des Mülibachs,,,,,100,1797; 1796,5,vernässte Stellen auf Parz. 1797 lassen auf defekte Drainagen/Eindolung schliessen,81.202,Plan-link,Liesberg_Eindolungen_Bericht,,,Liesberg,Laufen
,Eindolung im Unterlauf des Mülibachs,,,,,> 400,div.,3,"Ausdolung grundsätzlich machbar, aufgrund der Parzellierung aber aufwändig",81.202,Plan-link,Liesberg_Eindolungen_Bericht,,,Liesberg,Laufen
81.203,Unkelibrunnenbach,480,460,20,,,,0,, -,,,,,Liesberg,Laufen
81.204,Spitzenbüelbach,1430,1330,100,,,,0,, -,,,,,Liesberg,Laufen
81.205,Banholzbach,470,240,230,,,,0,"die im Gewässerverzeichnis dargestellte Eindolung im Waldareal ist sehr unwahrscheinlich, da steiles Blockschuttgelände und keine Anzeichen einer Eindolung. Schächte nur am Weg unten (für Ableitung unter dem Bahntrassee?).",81.205,Plan-link,Liesberg_Eindolungen_Bericht,,,Liesberg,Laufen
81.206,Müscherligbächli,300,130,170,,,,0,, -,,,,,Liesberg,Laufen
81.207,Hellbächli,350,320,30,,,,0,, -,,,,,Liesberg,Laufen
77.02,Birs,610,610,0,,,,0,Revitalisierung gemäss Wasserbaukonzept, -, -,,,,Dittingen,Laufen
77.167,Chälengrabenbach,960,130,830,,150,1491,0,offene Bachführung zumindest im obersten Abschnitt der Eindolung grundsätzlich denkbar (ev. nur Teilstrom ableiten); allenfalls Einschränkungen aufgrund der Lage im Randbereich der Grundwasserschutzzone Chälen?  Baulicher Hochwasserschutz gemäss Wasserbaukonzept,77.167,Plan-link,Dittingen_Eindolungen_Bericht,,,Dittingen,Laufen
77.177,Schlegelhollenbach,2000,1880,120,,,,0,siehe 84.177 Gemeinde Röschenz, -, -,,,,Dittingen,Laufen
77.178,Schachletebach,1050,750,300,,,,0,, -, -,,,,Dittingen,Laufen
77.201,Dittingerbach,1750,760,990,,,,0,Renaturierung auf der ganzen Strecke zwischen Dorfkern und Mündung gemäss Richtplan vorgesehen; Wasserbaukonzept: baulicher Hochwasserschutz im Siedlungsgebiet und Ausdolung im Unterlauf , -,Plan-link,,,,Dittingen,Laufen
77.202,Feisternaubach,2100,2040,60,,,,0,Baulicher Hochwasserschutz gemäss Wasserbaukonzept, -, -,,,,Dittingen,Laufen
S1,Eintrag Siegfriedkarte,,,,,300,,0,kein natürliches Gewässer (? ehemaliger Gewerbekanal entlang Westhang), -, -,,,,Dittingen,Laufen
75.02,Birs,2480,2480,0,,,,0,, -, -,,,,Dittingen,Laufen
75.16,Lüssel,2050,2050,0,,,,0,Renaturierung auf der ganzen Strecke gemäss Richtplan vorgesehen, -,Plan-link,,,,Brislach,Laufen
,Drainagesystem im Gebiet Leuengrund,> 500,0,> 500,,?,,4,Drainage verläuft im Wiesland und endet in Versickerungsdoline,75.16,Plan-link,Brislach_Eindolungen_Bericht,,,Brislach,Laufen
,Drainagesystem östlich der Lüssel,> 500,0,> 500,,?,,4,"Drainage verläuft im Wiesland, dürfte allerdings nur nach Niederschlägen Wasser führen ",75.16,Plan-link,Brislach_Eindolungen_Bericht,,,Brislach,Laufen
75.171,Ibach,3230,3230,0,,,,0,, -, -,,,,Brislach,Laufen
75.172,Dürrbach,980,960,20,,,,0,, -, -,,,,Brislach,Laufen
75.173,Schällbächli,2500,2460,40,,,,0,, -, -,,,,Brislach,Laufen
